"","name","father","stock","glottocode","iso","wals","level","longitude","latitude","population"
"sara1330","Sarare","Southern Nambikuára","Nambiquaran","sara1330",NA,NA,"dialect",NA,NA,NA
"sara1331","Saraveca","Paresi-Saraveka-Saluma","Arawakan","sara1331","sar",NA,"language",-65.3945,-11.9423,NA
"sara1339","Saramaccan [sara1339]","Saramaccan","Indo-European","sara1339",NA,NA,"dialect",NA,NA,NA
"sara1340","Saramaccan","Surinamese Creole English","Indo-European","sara1340","srm","srm","language",-54.0238,4.54729,NA
"sara1341","Sara-Bongo-Bagirmi","Central Sudanic","Central Sudanic","sara1341",NA,NA,"family",NA,NA,NA
"sara1342","Sarawak-Melanau-Kajang","North Borneo Malayo-Polynesian","Austronesian","sara1342",NA,NA,"family",NA,NA,NA
"sara1344","Sara Central Chari","Central Sara","Central Sudanic","sara1344",NA,NA,"family",NA,NA,NA
"sara1345","Sara Central Logone","Central Sara","Central Sudanic","sara1345",NA,NA,"family",NA,NA,NA
"sara1346","Sara Central Logone-Chari","Central Sara","Central Sudanic","sara1346",NA,NA,"family",NA,NA,NA
"sara1347","Sarangani-Tasaday-Cotabato","South Manobo","Austronesian","sara1347",NA,NA,"family",NA,NA,NA
"sara1348","Sara-Kaba","Barh Keita","Central Sudanic","sara1348",NA,NA,"family",NA,NA,NA
"sara1349","Saraic","Nuclear SBB Occidental","Central Sudanic","sara1349",NA,NA,"family",NA,NA,NA
"sard1256","Sardo-Corsican","Southern Romance","Indo-European","sard1256",NA,NA,"family",NA,NA,NA
"sard1257","Sardinian","Sardo-Corsican","Indo-European","sard1257","srd",NA,"family",NA,NA,NA
"sare1239","Saremdé","Mossi","Atlantic-Congo","sare1239",NA,NA,"dialect",NA,NA,NA
"sari1246","Sarikoli","Shughnic","Indo-European","sari1246","srh",NA,"language",75.1449,37.905,16000
"sari1247","Sarikei","Central Melanau","Austronesian","sari1247",NA,NA,"dialect",NA,NA,NA
"sari1248","Sari","Enga","Nuclear Trans New Guinea","sari1248",NA,NA,"dialect",NA,NA,NA
"sarl1241","Sarli","Gorani","Indo-European","sarl1241","sdf",NA,"language",43.644,36.021,NA
"sarl1242","Sarlahi","Kochila Tharu","Indo-European","sarl1242",NA,NA,"dialect",NA,NA,NA
"sarm1241","Sarmi-Jayapura Bay","North New Guinea linkage","Austronesian","sarm1241",NA,NA,"family",NA,NA,NA
"sarm1242","Sarmi","Sarmi-Jayapura Bay","Austronesian","sarm1242",NA,NA,"family",NA,NA,NA
"sarn1238","Sarnami Hindustani","Caribbean Hindustani","Indo-European","sarn1238",NA,NA,"dialect",NA,NA,NA
"saro1238","Saroa","Sinaugoro","Austronesian","saro1238",NA,NA,"dialect",NA,NA,NA
"sarr1244","Sarrabense","Campidanese Sardinian","Indo-European","sarr1244",NA,NA,"dialect",NA,NA,NA
"sarr1245","Sar [sarr1245]","Gula [Central African Republic]","Central Sudanic","sarr1245",NA,NA,"dialect",NA,NA,NA
"sarr1246","Sar","Sara Central Chari","Central Sudanic","sarr1246","mwm",NA,"language",17.8785,8.50634,183471
"sars1236","Sarsi","Northern Athapaskan","Athapaskan-Eyak-Tlingit","sars1236","srs","src","language",-114.301,50.8822,50
"sart1246","Sartenais","Corsican","Indo-European","sart1246",NA,NA,"dialect",NA,NA,NA
"sart1247","Sart Qalmaq","Kalmyk","Mongolic","sart1247",NA,NA,"dialect",NA,NA,NA
"sart1248","Sartul","Halh Mongolian","Mongolic","sart1248",NA,NA,"dialect",NA,NA,NA
"sart1249","Sartang","Sherdukpen-Sartang","Sino-Tibetan","sart1249","onp",NA,"language",92.2138,27.7986,NA
"saru1242","Sarudu","Southern Kaili-Pamona","Austronesian","saru1242","sdu",NA,"language",119.349,-1.7094,4000
"saru1243","Saruga","Hanseman","Nuclear Trans New Guinea","saru1243","sra",NA,"language",145.578,-5.08824,129
"saru1245","Sarua","East Chadic A A.1 2","Afro-Asiatic","saru1245","swy",NA,"language",17.031,10.5987,2000
"sarw1239","Sarwari","Mewari","Indo-European","sarw1239",NA,NA,"dialect",NA,NA,NA
"sary1240","Saryq","Turkmen","Turkic","sary1240",NA,NA,"dialect",NA,NA,NA
"sasa1247","Sasaru","Igwe-Enwa-Sasaru","Atlantic-Congo","sasa1247","sxs",NA,"language",6.07531,7.06193,NA
"sasa1248","Sasak-Sumbawa","Bali-Sasak-Sumbawa","Austronesian","sasa1248",NA,NA,"family",NA,NA,NA
"sasa1249","Sasak","Sasak-Sumbawa","Austronesian","sasa1249","sas",NA,"language",116.284,-8.58349,2100000
"sasa1251","Sasawa","Nuclear Kwerba","Kwerbic","sasa1251",NA,NA,"dialect",NA,NA,NA
"sase1237","Sasebo-ben","Nagasaki-ben","Japonic","sase1237",NA,NA,"dialect",NA,NA,NA
"sasi1238","Sasi","Hoa","Kxa","sasi1238",NA,NA,"dialect",NA,NA,NA
"sass1235","Sassarese Sardinian","Gallo-Italian","Indo-European","sass1235","sdc",NA,"language",8.39332,40.748,1e+05
"sata1237","Satawalese","Satawalese-Carolinian","Austronesian","sata1237","stw",NA,"language",147.038,7.36084,458
"sata1238","Satawalese-Carolinian","Central Trukic","Austronesian","sata1238",NA,NA,"family",NA,NA,NA
"sate1242","Saterfriesisch","Frisian","Indo-European","sate1242","stq",NA,"language",7.721,53.117,NA
"sate1243","Sateré-Mawé","Maweti-Guarani","Tupian","sate1243","mav",NA,"language",-56.8749,-3.63897,7130
"satp1241","Satpara","Astori","Indo-European","satp1241",NA,NA,"dialect",NA,NA,NA
"satp1242","Satpariya","Koch","Sino-Tibetan","satp1242",NA,NA,"dialect",NA,NA,NA
"sats1241","Satsugū","Kyūshū","Japonic","sats1241",NA,NA,"dialect",NA,NA,NA
"sats1242","Satsuma-ben","Satsugū","Japonic","sats1242",NA,NA,"dialect",NA,NA,NA
"satu1239","Satun","Tonga [Thailand]","Austroasiatic","satu1239",NA,NA,"dialect",NA,NA,NA
"sauk1251","Saukrang","Tase Naga","Sino-Tibetan","sauk1251",NA,NA,"dialect",NA,NA,NA
"sauk1252","Sauk","Sauk-Nimi","Nuclear Trans New Guinea","sauk1252","skc",NA,"language",146.759,-6.31958,605
"sauk1253","Sauk-Nimi","Erap","Nuclear Trans New Guinea","sauk1253",NA,NA,"family",NA,NA,NA
"saum1237","Saumanganja","Mentawai","Austronesian","saum1237",NA,NA,"dialect",NA,NA,NA
"saur1248","Saurashtra","Gujaratic","Indo-European","saur1248","saz",NA,"language",77.9427,9.99172,310000
"saur1249","Sauria Paharia","Malto","Dravidian","saur1249","mjt",NA,"language",87.6432,24.8124,117000
"saur1250","Sauri-Kofei","Barapasi-Sauri-Kofei","Geelvink Bay","saur1250",NA,NA,"family",NA,NA,NA
"saur1251","Sauri","Sauri-Kofei","Geelvink Bay","saur1251","srt",NA,"language",136.8,-2.32349,100
"saur1252","Sauraseni Prakrit","Indo-Aryan Central zone","Indo-European","saur1252","psu",NA,"language",NA,NA,NA
"saus1246","Sausi","Kesawai-Sausi","Nuclear Trans New Guinea","saus1246","ssj",NA,"language",145.492,-5.6873,1450
"saus1247","Sause","Sahul","Sause","saus1247","sao",NA,"language",139.627,-3.16632,250
"sauu1244","Sau","Enga","Nuclear Trans New Guinea","sauu1244",NA,NA,"dialect",NA,NA,NA
"sava1243","Savannakhet","Lao","Tai-Kadai","sava1243",NA,NA,"dialect",NA,NA,NA
"savi1242","Savi","Western Shinaic","Indo-European","savi1242","sdg","sav","language",71.5557,35.3029,3000
"savi1243","Savi [Atlantic-Congo]","Gun","Atlantic-Congo","savi1243",NA,NA,"dialect",NA,NA,NA
"savo1253","Savoyard","Arpitan","Indo-European","savo1253",NA,NA,"dialect",NA,NA,NA
"savo1254","Savo","Finnish","Uralic","savo1254",NA,NA,"dialect",NA,NA,NA
"savo1255","Savosavo","Sahul","Savosavo","savo1255","svs","svs","language",159.814,-9.12853,2415
"sawa1247","Sawai","Central-Eastern South Halmahera","Austronesian","sawa1247","szw","swi","language",128.086,0.51111,12000
"sawa1248","Sawabwala","Bunama","Austronesian","sawa1248",NA,NA,"dialect",NA,NA,NA
"sawa1249","Sawatupwa","Bunama","Austronesian","sawa1249",NA,NA,"dialect",NA,NA,NA
"sawa1251","Sawabantu","Bantu A-B10-B20-B30","Atlantic-Congo","sawa1251",NA,NA,"family",NA,NA,NA
"sawa1252","Saw [sawa1252]","Unclassified Ngiri","Atlantic-Congo","sawa1252",NA,NA,"family",NA,NA,NA
"sawe1240","Saweru","Yawa","Yawa","sawe1240","swr",NA,"language",136.296,-1.91473,300
"sawi1235","Sawiat Salmeit","Tehit","West Bird’s Head","sawi1235",NA,NA,"dialect",NA,NA,NA
"sawi1255","Sawitto","Buginese","Austronesian","sawi1255",NA,NA,"dialect",NA,NA,NA
"sawi1256","Sawila","Tanglapui","Timor-Alor-Pantar","sawi1256","swt","tgp","language",125.078,-8.29105,3000
"sawi1257","Sawi","Awyu-Dumut","Nuclear Trans New Guinea","sawi1257","saw",NA,"language",138.643,-5.99286,3500
"sawk1238","Sawknah","Siwi-Sokna","Afro-Asiatic","sawk1238","swn",NA,"language",15.9742,29.16,5600
"sawo1234","Sawos","Sawosic","Ndu","sawo1234",NA,NA,"family",NA,NA,NA
"sawo1235","Sawosic","Nuclear Ndu","Ndu","sawo1235",NA,NA,"family",NA,NA,NA
"sawu1242","Sawuve","Ankave","Angan","sawu1242",NA,NA,"dialect",NA,NA,NA
"saww1238","Saw [saww1238]","Ntomba","Atlantic-Congo","saww1238",NA,NA,"dialect",NA,NA,NA
"saxw1241","Saxwe Gbe","Eastern Gbe","Atlantic-Congo","saxw1241","sxw",NA,"language",1.92015,6.58269,6272
"saxw1242","Saxwe","Saxwe Gbe","Atlantic-Congo","saxw1242",NA,NA,"dialect",NA,NA,NA
"saxw1243","Saxwentesu","Southern Nambikuára","Nambiquaran","saxw1243",NA,NA,"dialect",NA,NA,NA
"saya1243","Sayabury","Khmu","Austroasiatic","saya1243",NA,NA,"dialect",NA,NA,NA
"saya1244","Sayan","South Siberian Turkic","Turkic","saya1244",NA,NA,"family",NA,NA,NA
"saya1246","Saya","Zakse-Saya","Afro-Asiatic","saya1246","say",NA,"language",9.71748,9.69441,50000
"sayh1236","Sayhadic","Central Semitic","Afro-Asiatic","sayh1236",NA,NA,"family",NA,NA,NA
"sayu1241","Sayula Popoluca","Mixe","Mixe-Zoque","sayu1241","pos","say","language",-94.9531,17.8606,4000
"sazi1238","Sazin","Chilasi Kohistani","Indo-European","sazi1238",NA,NA,"dialect",NA,NA,NA
"sbbo1237","SBB Occidental","Sara-Bongo-Bagirmi","Central Sudanic","sbbo1237",NA,NA,"family",NA,NA,NA
"scan1238","Scanian","Macro-Swedish","Indo-European","scan1238","scy",NA,"language",14,56.5,NA
"scha1237","Scharans Sutsilvan","Sutsilvan","Indo-European","scha1237",NA,NA,"dialect",NA,NA,NA
"schl1236","Schleswig-Holstein Low German","Northern Low Saxon","Indo-European","schl1236",NA,NA,"dialect",NA,NA,NA
"scho1241","Schouws","Zeeuws","Indo-European","scho1241",NA,NA,"dialect",NA,NA,NA
"scho1242","Schouten","North New Guinea linkage","Austronesian","scho1242",NA,NA,"family",NA,NA,NA
"scot1243","Scots","Anglian","Indo-European","scot1243","sco",NA,"language",-6.00241,55.541,2e+05
"scot1245","Scottish Gaelic","Eastern Goidelic","Indo-European","scot1245","gla","gae","language",-5.24366,56.7574,66780
"seal1238","Sea Lappish","Northern Sami","Uralic","seal1238",NA,NA,"dialect",NA,NA,NA
"seba1246","Sebaste","Modern Armenian","Indo-European","seba1246",NA,NA,"dialect",NA,NA,NA
"seba1247","Seba","Bisa-Lamba [M.50]","Atlantic-Congo","seba1247","kdg",NA,"language",27.5144,-11.9396,167000
"seba1248","Seba [Indonesia]","Sabu","Austronesian","seba1248",NA,NA,"dialect",NA,NA,NA
"seba1249","Sebaung","Ot Danum","Austronesian","seba1249",NA,NA,"dialect",NA,NA,NA
"seba1251","Sebat Bet Gurage","TT-Group","Afro-Asiatic","seba1251","sgw","chh","language",37.9891,8.11879,NA
"sebe1242","Seberuang","Ibanic","Austronesian","sebe1242","sbx",NA,"language",111.212,-0.02463,37000
"sebe1243","Sebe","Bine","Eastern Trans-Fly","sebe1243",NA,NA,"dialect",NA,NA,NA
"sebi1238","Sebikotane","Saafi-Saafi","Atlantic-Congo","sebi1238",NA,NA,"dialect",NA,NA,NA
"sebo1238","Sebop","Western Penan-Sebop","Austronesian","sebo1238","sib",NA,"language",114.178,3.42701,1730
"sebs1234","Seb Seliyer","Indo-Aryan Central zone","Indo-European","sebs1234",NA,NA,"language",NA,NA,NA
"sebu1242","Sebunkik","Assangori","Tama [tama1329]","sebu1242",NA,NA,"dialect",NA,NA,NA
"sebu1243","Sebuyau","Ibanic","Austronesian","sebu1243","snb",NA,"language",110.48,1.42104,9000
"sebu1244","Sebutuia","Galeya","Austronesian","sebu1244",NA,NA,"dialect",NA,NA,NA
"sech1236","Sechuran","South America","Sechuran","sech1236",NA,NA,"language",-80.828247,-5.568969,NA
"sech1246","Sechelt","Central Salish","Salishan","sech1246","sec",NA,"language",-123.765,49.4757,40
"seco1241","Secoya","Siona-Secoya","Tucanoan","seco1241","sey","sec","language",-75.5547,-0.459785,690
"secu1237","Secunderabad Brahmin","Tamil","Dravidian","secu1237",NA,NA,"dialect",NA,NA,NA
"seda1260","Sedang-Rengao","Rengao","Austroasiatic","seda1260",NA,NA,"dialect",NA,NA,NA
"seda1262","Sedang","Hre-Sedang","Austroasiatic","seda1262","sed","sed","language",108.027,14.7793,101434
"seda1263","Sedanka","Itelmen","Chukotko-Kamchatkan","seda1263",NA,NA,"dialect",NA,NA,NA
"seda1264","Sedalir","Tidong","Austronesian","seda1264",NA,NA,"dialect",NA,NA,NA
"sede1245","Sedehi","Western Farsi","Indo-European","sede1245",NA,NA,"dialect",NA,NA,NA
"sede1246","Sedentary Romania","Vlax Romani","Indo-European","sede1246",NA,NA,"dialect",NA,NA,NA
"sede1247","Sedentary Bulgaria","Vlax Romani","Indo-European","sede1247",NA,NA,"dialect",NA,NA,NA
"sedo1237","Sedoa","Kaili","Austronesian","sedo1237","tvw",NA,"language",120.378,-1.37295,600
"sedu1237","Seduan","Sibu Melanau","Austronesian","sedu1237",NA,NA,"dialect",NA,NA,NA
"seeb1238","Seeba-Yaga","Western Niger Fulfulde","Atlantic-Congo","seeb1238",NA,NA,"dialect",NA,NA,NA
"seee1238","Se","Saxwe Gbe","Atlantic-Congo","seee1238",NA,NA,"dialect",NA,NA,NA
"seek1238","Seeku","Samogo","Mande","seek1238","sos",NA,"language",-4.58203,11.1285,17000
"sega1243","Segai","Modang-Segai","Austronesian","sega1243","sge",NA,"language",116.954,1.97695,2000
"sega1244","Segah","Segai","Austronesian","sega1244",NA,NA,"dialect",NA,NA,NA
"sega1245","Segalang","Central Melanau","Austronesian","sega1245",NA,NA,"dialect",NA,NA,NA
"sega1246","Segahan","Central Melanau","Austronesian","sega1246",NA,NA,"dialect",NA,NA,NA
"sege1235","Seget","Seget-Moi","West Bird’s Head","sege1235","sbg",NA,"language",131.218,-1.36931,1200
"sege1236","Seget-Moi","West Bird’s Head","West Bird’s Head","sege1236",NA,NA,"family",NA,NA,NA
"sege1246","Segeju","Southern Mijikenda","Atlantic-Congo","sege1246","seg",NA,"language",39.1225,-5.00659,7000
"segi1238","Segi","Kamasau","Nuclear Torricelli","segi1238",NA,NA,"dialect",NA,NA,NA
"segi1242","Seginki","Mukulu","Afro-Asiatic","segi1242",NA,NA,"dialect",NA,NA,NA
"sego1238","Segou","Bambara","Mande","sego1238",NA,NA,"dialect",NA,NA,NA
"segu1238","Segum","Serer","Atlantic-Congo","segu1238",NA,NA,"dialect",NA,NA,NA
"sehw1238","Sehwi","Northern Bia","Atlantic-Congo","sehw1238","sfw",NA,"language",-2.73146,6.3172,250000
"seim1238","Seimat","Western Admiralty Islands","Austronesian","seim1238","ssg",NA,"language",145.074,-1.5297,1000
"seit1239","Seit-Kaitetu","Central Ambon","Austronesian","seit1239","hik",NA,"language",128.068,-3.6111,10171
"seit1240","Seit","Seit-Kaitetu","Austronesian","seit1240",NA,NA,"dialect",NA,NA,NA
"seka1246","Sekayu Malay","Musi [Malay]","Austronesian","seka1246",NA,NA,"dialect",NA,NA,NA
"seka1247","Sekar","Oninic","Austronesian","seka1247","skz",NA,"language",132.469,-2.65849,450
"seka1248","Sekapan","Kajang","Austronesian","seka1248","skp",NA,"language",113.562,2.47567,750
"seka1249","Sekare","Guhu-Samane","Nuclear Trans New Guinea","seka1249",NA,NA,"dialect",NA,NA,NA
"seka1250","Sekani","Northern Athapaskan","Athapaskan-Eyak-Tlingit","seka1250","sek",NA,"language",-125.664,57.4421,35
"seke1240","Seke [Nepal]","Tamangic","Sino-Tibetan","seke1240","skj","tbx","language",83.8064,28.9251,NA
"seke1241","Seke [Vanuatu]","Seke-Sowa","Austronesian","seke1241","ske",NA,"language",168.197,-15.8839,600
"seke1242","Seke-Sowa","South Pentecost","Austronesian","seke1242",NA,NA,"family",NA,NA,NA
"seki1238","Seki","Sheke","Atlantic-Congo","seki1238","syi",NA,"language",9.79206,1.52302,14690
"seko1241","Seko","South Sulawesi","Austronesian","seko1241",NA,NA,"family",NA,NA,NA
"seko1242","Seko Tengah","Seko","Austronesian","seko1242","sko",NA,"language",119.823,-2.22069,2500
"seko1243","Seko Padang","Seko","Austronesian","seko1243","skx",NA,"language",119.959,-2.14311,5000
"sekp1241","Sekpele","Likpe-Santrokofi","Atlantic-Congo","sekp1241","lip",NA,"language",0.5886,7.16751,23400
"seku1238","Sekunda","Makaa","Atlantic-Congo","seku1238",NA,NA,"dialect",NA,NA,NA
"sekw1241","Sekwa","Sekpele","Atlantic-Congo","sekw1241",NA,NA,"dialect",NA,NA,NA
"sekw1242","Sekwa [Bouna Kulango]","Bouna Kulango","Atlantic-Congo","sekw1242",NA,NA,"dialect",NA,NA,NA
"sela1257","Selangor Sakai","Besisi","Austroasiatic","sela1257",NA,NA,"dialect",NA,NA,NA
"sela1258","Selau","Halia","Austronesian","sela1258",NA,NA,"dialect",NA,NA,NA
"sela1259","Selaru","Southern Southeast Maluku","Austronesian","sela1259","slu","sru","language",130.961,-8.18376,8000
"sela1260","Selayar","Makassar","Austronesian","sela1260","sly","sly","language",120.496,-6.10145,90000
"sela1261","Sela","Korupun-Sela","Nuclear Trans New Guinea","sela1261",NA,NA,"dialect",NA,NA,NA
"sele1248","Selek","Jola-Kasa","Atlantic-Congo","sele1248",NA,NA,"dialect",NA,NA,NA
"sele1249","Selee","Likpe-Santrokofi","Atlantic-Congo","sele1249","snw",NA,"language",0.42458,7.17462,11300
"sele1250","Selepet","Selepet-Komba","Nuclear Trans New Guinea","sele1250","spl","slp","language",147.234,-6.03532,7000
"sele1251","Selepet-Komba","Timbe-Selepet-Komba","Nuclear Trans New Guinea","sele1251",NA,NA,"family",NA,NA,NA
"selk1253","Selkup","Kamas-Selkup","Uralic","selk1253","sel","skp","language",82.3004,59.9409,1640
"selu1242","Seluwasan","Southern Southeast Maluku","Austronesian","selu1242","sws",NA,"language",131.25,-7.59918,2839
"selu1243","Selungai Murut","Selungai-Sembakung Murut","Austronesian","selu1243","slg",NA,"language",116.45,4.34788,1240
"selu1244","Selungai-Sembakung Murut","Eastern Murutic","Austronesian","selu1244",NA,NA,"family",NA,NA,NA
"sely1241","Selyer","Tarok","Atlantic-Congo","sely1241",NA,NA,"dialect",NA,NA,NA
"sely1242","Selya","Nyakyusa-Ngonde","Atlantic-Congo","sely1242",NA,NA,"dialect",NA,NA,NA
"sema1265","Semaq Beri","Semelai-Semaq","Austroasiatic","sema1265","szc",NA,"language",102.816,4.1217,NA
"sema1266","Semai","Senoic","Austroasiatic","sema1266","sea","smj","language",101.477,4.13257,43900
"sema1267","Semalinga","Zimba","Atlantic-Congo","sema1267",NA,NA,"dialect",NA,NA,NA
"sema1268","Semariji","Kunja","Morehead-Wasur","sema1268",NA,NA,"dialect",NA,NA,NA
"sema1269","Semandang","Southern Land Dayak","Austronesian","sema1269","sdm","smd","language",110.527,-0.75188,20000
"semb1240","Sembakung Murut","Selungai-Sembakung Murut","Austronesian","semb1240","sbr",NA,"language",116.799,4.22102,5180
"semb1241","Semba","Ōsaka","Japonic","semb1241",NA,NA,"dialect",NA,NA,NA
"seme1246","Semelai-Semaq","South Aslian","Austroasiatic","seme1246",NA,NA,"family",NA,NA,NA
"seme1247","Semelai","Semelai-Semaq","Austroasiatic","seme1247","sza","sml","language",102.806,2.82799,NA
"semi1261","Sémien","We Northern","Atlantic-Congo","semi1261",NA,NA,"dialect",NA,NA,NA
"semi1262","Semitau","Malayic Dayak","Austronesian","semi1262",NA,NA,"dialect",NA,NA,NA
"semi1263","Semirara","Caluyanun","Austronesian","semi1263",NA,NA,"dialect",NA,NA,NA
"semi1264","Semimi","Mairasi","Mairasi","semi1264","etz",NA,"language",134.454,-3.71553,1000
"semi1265","Seminole","Creek","Muskogean","semi1265",NA,NA,"dialect",NA,NA,NA
"semi1266","Semiahmoo","Straits Salish","Salishan","semi1266",NA,NA,"dialect",NA,NA,NA
"semi1276","Semitic","Afro-Asiatic","Afro-Asiatic","semi1276",NA,NA,"family",NA,NA,NA
"semn1240","Semnanic","Northwestern Iranian","Indo-European","semn1240",NA,NA,"family",NA,NA,NA
"semn1249","Semnani","Semnanic","Indo-European","semn1249","smy",NA,"language",53.2868,35.5295,60000
"semn1250","Semnam","Lanoh-Semnam","Austroasiatic","semn1250","ssm",NA,"language",101.058,5.27617,667
"semp1241","Sempan","Asmat-Kamoro","Nuclear Trans New Guinea","semp1241","xse",NA,"language",137.588,-5.17582,1000
"semu1240","Semulu","Zimba","Atlantic-Congo","semu1240",NA,NA,"dialect",NA,NA,NA
"semu1241","Semukung Uheng","Hobongan","Austronesian","semu1241",NA,NA,"dialect",NA,NA,NA
"semy1238","Semyen","Qimant","Afro-Asiatic","semy1238",NA,NA,"dialect",NA,NA,NA
"sena1260","Senaki","Laz","Kartvelian","sena1260",NA,NA,"dialect",NA,NA,NA
"sena1262","Senara Sénoufo","Central Senufo","Atlantic-Congo","sena1262","seq",NA,"language",-5.28216,10.4987,50000
"sena1264","Senagi","Sahul","Senagi","sena1264",NA,NA,"family",NA,NA,NA
"sena1268","Senaya","South-Eastern Trans-Zab","Afro-Asiatic","sena1268","syn",NA,"language",51.4363,35.7776,460
"sena1269","Sena-Nyanja","East Bantu","Atlantic-Congo","sena1269",NA,NA,"family",NA,NA,NA
"sena1270","Senaic","Sena-Nyanja","Atlantic-Congo","sena1270",NA,NA,"family",NA,NA,NA
"send1239","Sendana","Mandar","Austronesian","send1239",NA,NA,"dialect",NA,NA,NA
"send1240","Sendai","Southern Tōhoku","Japonic","send1240",NA,NA,"dialect",NA,NA,NA
"sene1263","Sene","Kate-Mape-Sene","Nuclear Trans New Guinea","sene1263","sej",NA,"language",147.807,-6.3859,10
"sene1264","Seneca","Northern Iroquoian","Iroquoian","sene1264","see","snc","language",-79.3403,42.6128,175
"sene1271","Sened","Zenatic","Afro-Asiatic","sene1271","sds",NA,"language",9.43778,34.4678,0
"seng1274","Sengmai [seng1274]","Kado","Sino-Tibetan","seng1274",NA,NA,"dialect",NA,NA,NA
"seng1275","Sengmai","Andro-Sengmai","Sino-Tibetan","seng1275",NA,NA,"language",93.881401,24.945633,NA
"seng1277","Senga","Tumbuka","Atlantic-Congo","seng1277",NA,NA,"dialect",NA,NA,NA
"seng1278","Sengele","Kela-Ntomba","Atlantic-Congo","seng1278","szg","sgl","language",17.2965,-1.92256,17000
"seng1279","Sengbe","Kuranko","Mande","seng1279",NA,NA,"dialect",NA,NA,NA
"seng1280","Sengan","Babatana","Austronesian","seng1280",NA,NA,"dialect",NA,NA,NA
"seng1281","Sengseng","Pasismanua","Austronesian","seng1281","ssz",NA,"language",149.784,-6.16474,1750
